manufacturer,erp_name,mapped_name
TOYOTA,DBA-QNC10 PASSO,PASSO
TOYOTA,E-AT170-CLOSED,CORONA
TOYOTA,PRIUS T3 VVT-1,PRIUS
TOYOTA,BDG-XZB51 COASTER,COASTER
TOYOTA,L-KT147V-CLOSED,CORONA
TOYOTA,LDF-KDH206V HIACE,HIACE
TOYOTA,DAA-NKE165 (AXIO),AXIO
TOYOTA,KJ-CR52V,TOWNACE
TOYOTA,CBA-ACU35W HARIA,HARRIER
TOYOTA,PIXIS MEGA,PIXIS
TOYOTA,DBA-KSP 130 VITZ F,VITZ
TOYOTA,DBA-NGX50 CH-R,CHR
TOYOTA,ROOMY,ROOMY
TOYOTA,LJ120R PRADO,LAND CRUISER
TOYOTA,CR27-TOWNACE,CR27
TOYOTA,QDF-KDH223B,HIACE
TOYOTA,PRADO JEEP GF-VZJ95,LAND CRUISER
TOYOTA,KK-LY230,DYNA
TOYOTA,LH222R-LEMDE HIACE,HIACE
TOYOTA,EP82,STARLET
TOYOTA,DAA-ZVW30 PRIUS,PRIUS
TOYOTA,CBA-TRJ120W PRADO,LAND CRUISER
TOYOTA,COROLLA EE80,COROLLA
TOYOTA,DBA-M910A,TANK
TOYOTA,DBA-NCP110 IST,IST
TOYOTA,HIACE LH114,HIACE
TOYOTA,DBA-LA250A,PIXIS
TOYOTA,TANK,TANK
TOYOTA,AXIO (DAA-NKE165) HYBRID,AXIO
TOYOTA,DBA-L575A,PIXIS
TOYOTA,KDH222R-LEPNY (SFX-00),HIACE
TOYOTA,DBA-KGC10,PASSO
TOYOTA,HIACE LH60V,HIACE
TOYOTA,HIACE KDH202R RDMNYT,HIACE
TOYOTA,DAA-GWS 204,CROWN
TOYOTA,HIACE KDH222R LEPNY,HIACE
TOYOTA,DYNA 200,DYNA
TOYOTA,DBA-KG110,PASSO
TOYOTA,PREMIO EX,PREMIO
TOYOTA,AA60-CARINA,CARINA
TOYOTA,AXIO WXI,AXIO
TOYOTA,LN166R-PRMDS,HILUX
TOYOTA,HIACE GE-RZH112V,HIACE
TOYOTA,KDH222R-LEPNY,HIACE
TOYOTA,EBD-S321M PIXIS VAN,PIXIS
TOYOTA,COROLLA AE80,COROLLA
TOYOTA,DAA-ZYX10 -C-HR,CHR
TOYOTA,DAA . ZVW40 W PRIUS,PRIUS
TOYOTA,COROLLA AXIO HYBRID,AXIO
TOYOTA,VITZ,VITZ
TOYOTA,AXIO WXB,AXIO
TOYOTA,COROLLA (X),COROLLA
TOYOTA,GF-GX 100,MARK
TOYOTA,CBF-TRH200V HIACE,HIACE
TOYOTA,LDF-KDH221K HIACE,HIACE
TOYOTA,KD-KZH120G,HIACE
TOYOTA,LITEACE 5DR,LITEACE
TOYOTA,DAA-ZVW50 PRIUS,PRIUS
TOYOTA,BU96,DYNA
TOYOTA,E-AT212,CARINA
TOYOTA,DBA-ZVW30,PRIUS
TOYOTA,DBA-NZE141,AXIO
TOYOTA,UA-NCP/IST,IST
TOYOTA,HIACE KG-LH172V,HIACE
TOYOTA,CM35 CLOSED,LITEACE
TOYOTA,TOWNACE GA-KR4,TOWNACE
TOYOTA,L-KE74V-COROLLA,COROLLA
TOYOTA,NZE 141G COROLLA,COROLLA
TOYOTA,DAA-NJHP10 AQUA,AQUA
TOYOTA,DBA-NZE141 COROLLA,COROLLA
TOYOTA,DBA-KGC30,PASSO
TOYOTA,AT150-CARINA,CARINA
TOYOTA,PRIMIO,PREMIO
TOYOTA,DBA-NGX10 C-HR,CHR
TOYOTA,DAA ZWR80G VOXY,VOXY
TOYOTA,CR26V,TOWNACE
TOYOTA,C-HR GT TURBO DBA-NGX50,CHR
TOYOTA,DBA-M700A,PASSO
TOYOTA,PRIUS T3,PRIUS
TOYOTA,HIACE (KDH222R-LEMDYT),HIACE
TOYOTA,CARINA KA67V,CARINA
TOYOTA,L-KE 74V,COROLLA
TOYOTA,C-HR GT TURBO,CHR
TOYOTA,LAND CRUISER LC5,LAND CRUISER
TOYOTA,HIACE KG-LH182K,HIACE
TOYOTA,ZRE141,COROLLA
TOYOTA,LY235R-TBMFS3,DYNA
TOYOTA,COROLLA / KE73G,COROLLA
TOYOTA,DBA-M900A/ROOMY,ROOMY
TOYOTA,KDH222R-LEMDYTB1,HIACE
TOYOTA,TOWNACE-GC-KR42V,TOWNACE
TOYOTA,ALLIYON,ALLION
TOYOTA,TA-VZJ121W JEEP,LAND CRUISER
TOYOTA,DBA-ACA31W,RAV4
TOYOTA,DBA-M900A TANK,TANK
TOYOTA,EE106V,COROLLA
TOYOTA,KE74V-COROLLA,COROLLA
TOYOTA,F800RE-GQGF(SFX-01),RUSH
TOYOTA,UA-NZE124C,COROLLA
TOYOTA,PRIUS DAA-ZVW20,PRIUS
TOYOTA,CBA-TRJ120W LAND CRU,LAND CRUISER
TOYOTA,DAA-NKE165 AXIO WXB,AXIO
TOYOTA,HIACE-280 D-4D,HIACE
TOYOTA,CBA-UZJ200W,LAND CRUISER
TOYOTA,TA-AZT240,PREMIO
TOYOTA,SPINTER,SPRINTER
TOYOTA,HILUX KUN25R-PRMDH,HILUX
TOYOTA,CAMRY2000,CAMRY
TOYOTA,E-AT150,CARINA
TOYOTA,CE100,COROLLA
TOYOTA,PIXIS,PIXIS
TOYOTA,HIACE ACE,HIACE
TOYOTA,BDG-XZU414,DYNA
TOYOTA,CM35,LITEACE
TOYOTA,CORONA-AT140,CORONA
TOYOTA,LH129 HIACE,HIACE
TOYOTA,SOLUNA VIOS,SOLUNA
TOYOTA,GK-KM70,TOWNACE
TOYOTA,KJ-CM75,LITEACE
TOYOTA,LDF-KDH206V,HIACE
TOYOTA,HILUX ROCCO,HILUX
TOYOTA,DBA-ZRR70G NOAH,NOAH
TOYOTA,COASTER-KC HDB50,COASTER
TOYOTA,B100RA-GQSFJ-W3,WIGO
TOYOTA,DBK-KSP130 VITZ,VITZ
TOYOTA,CBF-TRH200V DX,HIACE
TOYOTA,PRIUS DAA-ZVW41 W,PRIUS
TOYOTA,DAA-NHP10,AQUA
TOYOTA,E-AE100 COROLLA,COROLLA
TOYOTA,UA-NZE121,COROLLA
TOYOTA,PIXIS EPOCH DBA-LA300A,PIXIS
TOYOTA,DAA-NKE165G FIELDER,COROLLA
TOYOTA,ABF-S402M TOWN ACE,TOWNACE
TOYOTA,LH1129V,HIACE
TOYOTA,D4D 350 DYNA,DYNA
TOYOTA,EE107V-COROLLA,COROLLA
TOYOTA,DAA-ZVW80G VOXY,VOXY
TOYOTA,PRIUS ALPHA,PRIUS
TOYOTA,MARINO,SPRINTER
TOYOTA,CORONA AT150,CORONA
TOYOTA,KSP 130-VITZ,VITZ
TOYOTA,HILUX 4WD,HILUX
TOYOTA,ALLION UA-ZZT240,ALLION
TOYOTA,C-HR (DBA-NGX50),CHR
TOYOTA,SPRINTER XL,SPRINTER
TOYOTA,COROLLA KE72V,COROLLA
TOYOTA,DBA-ACA31W RAV4,RAV4
TOYOTA,TC-TRH102V HIACE,HIACE
TOYOTA,HARRIER (JEEP),HARRIER
TOYOTA,F800RE-GQGF-00,RUSH
TOYOTA,HIACE ADF-KDH221K,HIACE
TOYOTA,LH30V,HIACE
TOYOTA,KC-LH125B,HIACE
TOYOTA,TDBA-KSP130 VITZ F,VITZ
TOYOTA,QDF-GDH223B,HIACE
TOYOTA,STARLET E-EP71,STARLET
TOYOTA,DBA-SCP92,BELTA
TOYOTA,DBA-SCP90 VITZ,VITZ
TOYOTA,AXIO HYBRID-WXB,AXIO
TOYOTA,VIOS E AUTO,VIOS
TOYOTA,DYNA 150,DYNA
TOYOTA,KC-BU212,DYNA
TOYOTA,HILUS VIGO 3.0G,HILUX VIGO
TOYOTA,LDF-KDH201V,HIACE
TOYOTA,HILUX HL2 D-4D,HILUX
TOYOTA,LDF-KDH211K,HIACE
TOYOTA,E-EE90,COROLLA
TOYOTA,COROLLA AE81,COROLLA
TOYOTA,QDF-KDH201V HIACE,HIACE
TOYOTA,HIACE KDH222R-LEMDY,HIACE
TOYOTA,DBA-NGX10,CHR
TOYOTA,DAA-NKE165 AXIO,AXIO
TOYOTA,HILUX VIGO 3.0G,HILUX
TOYOTA,UA-NZT240 PREMIO,PREMIO
TOYOTA,PREMIO-EX-NZT260,PREMIO
TOYOTA,LDF-KDY231,DYNA
TOYOTA,PRADO 27TXA,LAND CRUISER
TOYOTA,E-EL41,COROLLA
TOYOTA,KB-CM55,LITEACE
TOYOTA,STRALET,STARLET
TOYOTA,COROLLA 1.6A,COROLLA
TOYOTA,L-KE72V COROLLA,COROLLA
TOYOTA,SOLUNA GLIA,SOLUNA
TOYOTA,HILUX ROCC0 B4,HILUX
TOYOTA,DBA-LA700A,PIXIS
TOYOTA,N-LH61V,HIACE
TOYOTA,EBD - S500U,PIXIS
TOYOTA,QDF-KDY231 DYNA,DYNA
TOYOTA,KK-XZU351D DUMPTRUCK,DYNA
TOYOTA,DBA-NZE141 G,AXIO
TOYOTA,KR-KDH205V SUPER GL,HIACE
TOYOTA,C-HR GT,CHR
TOYOTA,E-EE101,COROLLA
TOYOTA,KD-CE108G,SPRINTER
TOYOTA,HIACE-CLOSED,HIACE
TOYOTA,DYNA FREEZER TRUCK,DYNA
TOYOTA,HIACE LH50V,HIACE
TOYOTA,DBA-NGX10 CHR-GT,CHR
TOYOTA,CR 27-TOWNACE,TOWNACE
TOYOTA,KC-LH103V,HIACE
TOYOTA,AT170 CLOSED,CORONA
TOYOTA,E-EP82/STARLET,STARLET
TOYOTA,HIACE REGIUS,HIACE
TOYOTA,QDF-KDH201V REGIUS,HIACE
TOYOTA,HIACE KR-KDH222B,HIACE
TOYOTA,KH-KZH110G,HIACE
TOYOTA,N-LH61V VAN,HIACE
TOYOTA,LH 50 HIACE,HIACE
TOYOTA,KR-KDH205V HIACE,HIACE
TOYOTA,DAA-NKE165 AXIO HYBRID,AXIO
TOYOTA,HIACE LH222R,HIACE
TOYOTA,KUN26R-PRPSYT A4,HILUX
TOYOTA,CR36V,TOWNACE
TOYOTA,LH113R PRMRS,HIACE
TOYOTA,ADF-KDH201V,HIACE
TOYOTA,KR26 TOWNACE,TOWNACE
TOYOTA,HIACE COMMUTER,HIACE
TOYOTA,B100RA-GQSFJ (SFX-W4),WIGO
TOYOTA,ADF-KDH201V SUPER GL,HIACE
TOYOTA,LA-RZJ120W,LAND CRUISER
TOYOTA,SCR27V,CR27
TOYOTA,LAND CRUISER JEEP,LAND CRUISER
TOYOTA,COROLLA 141,COROLLA
TOYOTA,DGA-NGX50 C-HR,CHR
TOYOTA,DLA-ZVW35 PRIUS,PRIUS
TOYOTA,PRIUS T SPRIT,PRIUS
TOYOTA,SALOON,COROLLA
TOYOTA,LJ-CR52V,LITEACE
TOYOTA,CHA-J210E,RUSH
TOYOTA,KC-LY101 CREWCABTRUC,HIACE
TOYOTA,LDF-KDY281(DYNA),DYNA
TOYOTA,KC-LH113V,HIACE
TOYOTA,TOYO ACE (KC-BU102),TOYOACE
TOYOTA,AE81-COROLLA,COROLLA
TOYOTA,CBA-SCP11,PLATZ
TOYOTA,GUN126R HILUX REVO,HILUX
TOYOTA,DBA-NCP91,VITZ
TOYOTA,CBA-J210E RUSH,RUSH
TOYOTA,DBA-ZRT260,PREMIO
TOYOTA,PRIUS,PRIUS
TOYOTA,VITZ SCP90,VITZ
TOYOTA,HIACE LH110,HIACE
TOYOTA,COROLLA AE101,COROLLA
TOYOTA,RAV4 ZCA26W,RAV4
TOYOTA,CARINA AT212,CARINA
TOYOTA,CORONA ST170,CORONA
